,Element Count,Element Name,Of Which are Numerical,source
302,578.0,otherpayablesaccruedexpenses,578.0,frs-102
303,577.0,carryingamountundercostmodelrevaluedassetspropertyplantequipment,577.0,frs-102
305,573.0,paymentsreceivedonaccount,573.0,frs-102
310,506.0,financialcommitmentsotherthancapitalcommitments,506.0,frs-102
312,477.0,amountsowedbyassociates,477.0,frs-102
313,474.0,pensionotherpost-employmentbenefitcostsotherpensioncosts,474.0,frs-102
314,473.0,amountsowedbydirectors,473.0,frs-102
316,466.0,additionsotherthanthroughbusinesscombinationsintangibleassets,466.0,frs-102
318,459.0,interestexpenseonbankoverdraftsbankloanssimilarborrowings,459.0,frs-102
320,439.0,totalincreasedecreasefromrevaluationsintangibleassets,439.0,frs-102
323,413.0,companycontributionstomoneypurchaseplansdirectors,413.0,frs-102
324,407.0,totalcurrenttaxexpensecredit,407.0,frs-102
325,403.0,otherincreasedecreaseinamortisationimpairmentintangibleassets,403.0,frs-102
326,402.0,increasedecreaseduetotransfersbetweenclassesintangibleassets,402.0,frs-102
328,391.0,interestexpense,391.0,frs-102
330,386.0,applicabletaxrate,386.0,frs-102
331,385.0,dividendspaidonsharesfinal,385.0,frs-102
336,370.0,netassetsliabilitiessubsidiaries,370.0,frs-102
337,366.0,dividendpersharefinal,366.0,frs-102
339,363.0,productionaveragenumberemployees,363.0,frs-102
340,360.0,furtheritemdebtorscomponenttotaldebtors,360.0,frs-102
341,360.0,disposalsinvestmentpropertyfairvaluemodel,360.0,frs-102
343,353.0,cashonhand,353.0,frs-102
345,338.0,taxexpensecreditapplicabletaxrate,338.0,frs-102
347,336.0,profitlosssubsidiaries,336.0,frs-102
348,333.0,paymentstorelatedparties,333.0,frs-102
349,333.0,depreciationamortisationexpense,333.0,frs-102
350,332.0,taxincreasedecreasefromeffectexpensesnotdeductibleindeterminingtaxableprofitorloss,332.0,frs-102
351,331.0,capitalcommitments,331.0,frs-102
352,331.0,increasedecreaseincurrenttaxfromadjustmentforpriorperiods,331.0,frs-102
353,324.0,amortisationexpenseintangibleassets,324.0,frs-102
354,313.0,amountsowedtootherrelatedpartiesotherthandirectors,313.0,frs-102
355,305.0,dividendspaidonshares,305.0,frs-102
360,280.0,taxincreasedecreasefromeffectcapitalallowancesdepreciation,280.0,frs-102
361,280.0,othercurrentassetinvestmentsbalancesheetsubtotal,280.0,frs-102
364,271.0,financialliabilities,271.0,frs-102
365,269.0,ownershipinterestinsubsidiarypercent,269.0,frs-102
366,267.0,othercreditorsincludingtaxationsocialsecuritybalancesheetsubtotal,267.0,frs-102
368,262.0,gainlossondisposalspropertyplantequipment,262.0,frs-102
369,262.0,increasedecreasefromfairvalueadjustmentinvestmentpropertyfairvaluemodel,262.0,frs-102
370,260.0,considerationreceivedforsharesissuedspecificshareissue,260.0,frs-102
373,250.0,interestexpenseonobligationsunderfinanceleaseshirepurchasecontracts,250.0,frs-102
375,238.0,loansowedtorelatedparties,238.0,frs-102
376,230.0,otherdeferredtaxexpensecredit,230.0,frs-102
377,229.0,purchasepropertyplantequipment,229.0,frs-102
383,223.0,netcashflowsfromusedinoperatingactivities,223.0,frs-102
384,218.0,investmentsinjointventures,218.0,frs-102
385,216.0,incometaxespaidrefundclassifiedasoperatingactivities,216.0,frs-102
386,215.0,incomefromrelatedparties,215.0,frs-102
387,213.0,netcashgeneratedfromoperations,213.0,frs-102
390,205.0,netcashflowsfromusedininvestingactivities,205.0,frs-102
391,204.0,totaloperatingleasepayments,204.0,frs-102
392,201.0,increaseinloansowedtorelatedpartiesduetoloansadvanced,201.0,frs-102
393,198.0,increasedecreaseincashcashequivalentsbeforeforeignexchangedifferenceschangesinconsolidation,198.0,frs-102
394,190.0,loansowedbyrelatedparties,190.0,frs-102
395,185.0,netcashflowsfromusedinfinancingactivities,185.0,frs-102
397,174.0,currentliabilities,174.0,frs-102
398,173.0,dividenddeclaredpayable,173.0,frs-102
399,172.0,gainlossincashflowsfromchangeincreditorstradeotherpayables,172.0,frs-102
400,170.0,increaseinloansowedbyrelatedpartiesduetoloansadvanced,170.0,frs-102
401,169.0,accruedincome,169.0,frs-102
402,169.0,gainlossincashflowsfromchangeindebtorstradeotherreceivables,169.0,frs-102
403,166.0,futurefinancechargesonfinanceleases,166.0,frs-102
404,159.0,dividendspaidclassifiedasfinancingactivities,159.0,frs-102
405,158.0,furtherdepartmentitemaveragenumberemployeescomponentaveragenumberlist,158.0,frs-102
407,155.0,incometaxexpensecreditoncomponentsothercomprehensiveincome,155.0,frs-102
408,151.0,cashcashequivalentscashflowvalue,151.0,frs-102
409,151.0,numberdirectorsaccruingbenefitsundermoneypurchasescheme,151.0,frs-102
410,150.0,balanceswithbanks,150.0,frs-102
412,148.0,investmentsinassociates,148.0,frs-102
413,146.0,redeemablepreferencesharesliability,146.0,frs-102
414,146.0,proceedsfromsalespropertyplantequipment,146.0,frs-102
415,141.0,furtheritemtaxincreasedecreasecomponentadjustingitems,141.0,frs-102
417,138.0,deferredtaxassets,138.0,frs-102
419,134.0,issueordinaryshares,134.0,frs-102
420,133.0,decreaseinloansowedtorelatedpartiesduetoloansrepaid,133.0,frs-102
421,132.0,transfersbetweenppeclassesincreasedecreaseindepreciationimpairment,132.0,frs-102
422,131.0,otherprovisionsbalancesheetsubtotal,131.0,frs-102
424,128.0,gainlossduetoforeignexchangedifferencesrecognisedinprofitorloss,128.0,frs-102
426,124.0,totaldeferredtaxexpensecredit,124.0,frs-102
427,122.0,decreaseinloansowedbyrelatedpartiesduetoloansrepaid,122.0,frs-102
429,117.0,employeestotal,117.0,frs-102
430,116.0,increasedecreaseindeferredtaxliabilityfromamountrecognisedinprofitorloss,116.0,frs-102
432,114.0,furtheritemgainlossinothercomprehensiveincomebeforetaxcomponenttotalothercomprehensiveincomebeforetax,114.0,frs-102
433,114.0,othercomprehensiveincomeexpensenettax,114.0,frs-102
434,112.0,equitysecuritiesheld,112.0,frs-102
435,112.0,interestpaidclassifiedasoperatingactivities,112.0,frs-102
436,111.0,governmentgrantspayable,111.0,frs-102
438,108.0,paymentsfinanceleaseliabilitiesclassifiedasfinancingactivities,108.0,frs-102
439,106.0,cumulativepreferencesharedividendsunpaid,106.0,frs-102
440,106.0,amountsowedbyassociatesjointventuresparticipatinginterests,106.0,frs-102
441,103.0,furtheroperatingexpenseitemcomponenttotaloperatingexpenses,103.0,frs-102
442,103.0,taxincreasedecreasefromeffectdifferentuktaxratesonsomeearnings,103.0,frs-102
443,99.0,interestexpenseonbankoverdrafts,99.0,frs-102
444,96.0,furtheriteminterestexpensecomponenttotalinterestexpense,96.0,frs-102
445,96.0,otherinterestexpense,96.0,frs-102
447,95.0,increasedecreaseindepreciationimpairmentpropertyplantequipment,95.0,frs-102
448,94.0,unpaidcontributionstopensionschemes,94.0,frs-102
449,93.0,revaluationsincreasedecreaseindepreciationimpairmentpropertyplantequipment,93.0,frs-102
450,93.0,taxdecreasefromutilisationtaxlosses,93.0,frs-102
451,91.0,netinterestreceivedpaidclassifiedasinvestingactivities,91.0,frs-102
455,90.0,increasedecreaseinstocksinventoriesfinishedgoodsworkinprogress,90.0,frs-102
457,89.0,furtheritemincreasedecreaseininvestmentpropertyfairvaluemodelcomponentcorrespondingtotal,89.0,frs-102
458,89.0,gainlossondisposalassetsincomestatementsubtotal,89.0,frs-102
459,85.0,interestincomeonbankdeposits,85.0,frs-102
460,84.0,profitlossbeforetax,84.0,frs-102
461,83.0,issuebonussharesdecreaseincreaseinequity,83.0,frs-102
462,82.0,interestreceivedclassifiedasinvestingactivities,82.0,frs-102
463,81.0,transferstofromretainedearningsincreasedecreaseinequity,81.0,frs-102
464,80.0,otherdepartmentsaveragenumberemployees,80.0,frs-102
466,79.0,dividendrecommendedbydirectors,79.0,frs-102
467,77.0,investmentsingroupundertakingsparticipatinginterests,77.0,frs-102
468,76.0,usefullifeintangibleassetsyears,76.0,frs-102
469,76.0,repaymentsborrowingsclassifiedasfinancingactivities,76.0,frs-102
470,76.0,netfinanceincomecosts,76.0,frs-102
471,75.0,taxincreasedecreasefromeffectunrelievedtaxlossescarriedforward,75.0,frs-102
472,75.0,otherloansclassifiedunderinvestments,75.0,frs-102
474,70.0,netinterestpaidreceivedclassifiedasoperatingactivities,70.0,frs-102
475,70.0,otherdisposalsintangibleassets,70.0,frs-102
476,69.0,taxdecreaseincreasefromeffectrevenueexemptfromtaxation,69.0,frs-102
477,69.0,increasedecreaseduetotransfersintooroutpropertyplantequipment,69.0,frs-102
478,69.0,amountsowedbyotherrelatedpartiesotherthandirectors,69.0,frs-102
479,69.0,capitalisedborrowingcostsrelatedtopropertyplantequipment,69.0,frs-102
480,68.0,non-currentliabilities,68.0,frs-102
482,67.0,pensioncostsdefinedcontributionplan,67.0,frs-102
483,67.0,interestexpenseonbankloanssimilarborrowings,67.0,frs-102
486,63.0,amountsowedtoassociatesjointventuresparticipatinginterests,63.0,frs-102
487,62.0,debenturesinissue,62.0,frs-102
488,62.0,employeesgendernotdisclosed,62.0,frs-102
489,62.0,otherpayables,62.0,frs-102
491,61.0,redemptionsharesdecreaseinequity,61.0,frs-102
493,59.0,investmentsinsubsidiariesmeasuredfairvalue,59.0,frs-102
494,58.0,furtheritemcashflowfromusedinfinancingactivitiescomponentnetcashflowsfromusedinfinancingactivities,58.0,frs-102
498,57.0,revenuefromsalegoods,57.0,frs-102
499,57.0,otherdisposalsdecreaseinamortisationimpairmentintangibleassets,57.0,frs-102
500,56.0,companycontributionstodefinedbenefitplansdirectors,56.0,frs-102
501,55.0,considerationreceivedforsharesissuedinperiod,55.0,frs-102
502,55.0,investmentsinassociatesjointventuresparticipatinginterests,55.0,frs-102
503,55.0,proceedsfromborrowingsclassifiedasfinancingactivities,55.0,frs-102
504,54.0,feesfornon-auditservices,54.0,frs-102
505,54.0,percentageclassshareheldinassociate,54.0,frs-102
508,50.0,taxincreasedecreasefromeffectexpensesnotdeductiblefortaxpurposesotherthangoodwillamortisationimpairment,50.0,frs-102
509,50.0,capitalreductiondecreaseinequity,50.0,frs-102
510,49.0,othertaxationpayable,49.0,frs-102
511,49.0,loanstogroupundertakings,49.0,frs-102
512,49.0,depreciationtransferrevaluationsurplusbeforetaxincreasedecreaseinequity,49.0,frs-102
513,48.0,researchdevelopmentexpenserecognisedinprofitorloss,48.0,frs-102
514,47.0,amountsowedbysubsidiaries,47.0,frs-102
515,47.0,furtheritemgainlossinothercomprehensiveincomenettaxcomponenttotalothercomprehensiveincomenettax,47.0,frs-102
516,47.0,loansfromotherrelatedpartiesotherthandirectors,47.0,frs-102
517,47.0,otherincreasedecreaseinnetdeferredtaxliability,47.0,frs-102
518,47.0,carryingamountpropertyplantequipmentwithrestrictedtitle,47.0,frs-102
521,45.0,cashcashequivalents,45.0,frs-102
522,45.0,deferredtaxexpensecreditrelatingtochangesintaxratesorlaws,45.0,frs-102
525,44.0,short-termdepositsclassifiedascashequivalents,44.0,frs-102
526,44.0,increasedecreaseinexistingprovisions,44.0,frs-102
531,42.0,interestincomeonfinancialassetsthatarenotfairvaluethroughprofitorloss,42.0,frs-102
532,41.0,non-currentassets,41.0,frs-102
533,40.0,loanstodirectors,40.0,frs-102
534,40.0,furtheritemincreasedecreaseinequitycomponenttotalincomeexpenserecogniseddirectlyinequity,40.0,frs-102
536,39.0,billsexchangepayable,39.0,frs-102
537,39.0,salariesfeesdirectors,39.0,frs-102
539,39.0,dividendsproposedbutnotpaid,39.0,frs-102
540,37.0,taxincreasedecreasefromothertaxeffectstaxreconciliation,37.0,frs-102
543,36.0,interestincomeoncashcashequivalents,36.0,frs-102
545,36.0,transfersintooroutpropertyplantequipmentincreasedecreaseindepreciationimpairment,36.0,frs-102
547,35.0,dividendpershareproposedbutnotpaid,35.0,frs-102
548,34.0,keymanagementpersonnelcompensationtotal,34.0,frs-102
549,34.0,interestexpenseonloancapital,34.0,frs-102
551,34.0,othernon-auditservicesfees,34.0,frs-102
553,34.0,keymanagementpersonnelcompensationshort-termemployeebenefits,34.0,frs-102
554,33.0,increasefromimpairmentlossrecognisedinprofitorlossintangibleassets,33.0,frs-102
555,33.0,gainlossonrevaluationpropertyplantequipmentnettaxinothercomprehensiveincome,33.0,frs-102
557,33.0,netassetsliabilitiesassociates,33.0,frs-102
558,32.0,gainlossonnon-financingactivitiesduetoforeignexchangedifferencesrecognisedinprofitorloss,32.0,frs-102
561,31.0,deferredtaxexpensecreditfromunrecognisedtimingdifferencefrompriorperiod,31.0,frs-102
562,31.0,incomefromsharesingroupundertakings,31.0,frs-102
563,31.0,paymentsonaccountinventories,31.0,frs-102
564,30.0,amountsowedtoparententities,30.0,frs-102
566,30.0,othercomprehensiveincomeexpensebeforetax,30.0,frs-102
568,30.0,otherremaininginvestments,30.0,frs-102
570,30.0,interestreceivedclassifiedasoperatingactivities,30.0,frs-102
571,30.0,taxincreasedecreasefromothershort-termtimingdifferences,30.0,frs-102
573,28.0,furtheritemoperatingincomegainincomestatementitemcomponentoperatingprofitloss,28.0,frs-102
576,27.0,revenuefromrenderingservices,27.0,frs-102
577,27.0,increasefromimpairmentlossrecognisedinprofitorlosspropertyplantequipment,27.0,frs-102
578,27.0,profitlossfromcontinuingoperationsassociates,27.0,frs-102
579,27.0,usefullifepropertyplantequipmentyears,27.0,frs-102
580,27.0,otherdisposalsinvestmentpropertyfairvaluemodel,27.0,frs-102
581,26.0,increasedecreaseininvestmentpropertyfairvaluemodel,26.0,frs-102
582,26.0,minimumoperatingleasepaymentsrecognisedasexpense,26.0,frs-102
583,26.0,ownershipinterestinassociatepercent,26.0,frs-102
584,26.0,otherreceivables,26.0,frs-102
585,26.0,loanstoassociates,26.0,frs-102
586,25.0,unusedprovisionreversed,25.0,frs-102
588,24.0,amountsowedbyjointventures,24.0,frs-102
590,24.0,furtheritembankborrowingsoverdraftscomponenttotalbankborrowingsoverdrafts,24.0,frs-102
591,23.0,amountsowedtosubsidiaries,23.0,frs-102
592,23.0,impairmentlossreversaloninvestments,23.0,frs-102
593,23.0,totalincreasedecreaseinequity,23.0,frs-102
594,23.0,otherfinancecosts,23.0,frs-102
595,23.0,cancellationsubscribedcapitaldecreaseinequity,23.0,frs-102
597,23.0,transferstofromnon-currentassetsordisposalgroupsheldforsalepropertyplantequipment,23.0,frs-102
600,22.0,amountsowedtojointventures,22.0,frs-102
601,22.0,furtheritemcashflowfromusedinoperatingactivitiescomponenttotalnetcashflowsfromusedinoperatingactivities,22.0,frs-102
602,21.0,gainlossincashflowsfromchangeininventories,21.0,frs-102
603,21.0,otherremainingoperatingincome,21.0,frs-102
604,21.0,proceedsfromsalesormaturityfinancialassetsotherthantradinginvestments,21.0,frs-102
605,21.0,taxincreasedecreasefromeffectadjustmentinresearchdevelopmenttaxcredit,21.0,frs-102
606,21.0,purchaseintangibleassets,21.0,frs-102
607,21.0,factoreddebtsoutstanding,21.0,frs-102
609,21.0,increasedecreaseinamortisationimpairmentintangibleassets,21.0,frs-102
610,20.0,longtermcontractworkinprogress,20.0,frs-102
612,20.0,advancesoninvoicediscountingfacilities,20.0,frs-102
613,20.0,liabilitiessecuredbyassets,20.0,frs-102
614,20.0,totalincreasedecreaseinprovisions,20.0,frs-102
616,20.0,proceedsfromissuingshares,20.0,frs-102
617,20.0,loanstoassociatesjointventuresparticipatinginterests,20.0,frs-102
618,19.0,remainingfinancialcommitments,19.0,frs-102
619,19.0,taxationcomplianceservicesfees,19.0,frs-102
621,18.0,furtheritemdeferredexpensecreditcomponenttotaldeferredtaxexpense,18.0,frs-102
622,18.0,dividendsreceivedclassifiedasinvestingactivities,18.0,frs-102
624,17.0,taxincreasedecreasearisingfromgrouprelieftaxreconciliation,17.0,frs-102
625,17.0,increasedecreaseinloansowedtorelatedpartiesattributabletointeresttransactions,17.0,frs-102
626,17.0,presentvaluefinanceleasereceivables,17.0,frs-102
627,17.0,loansfromrelatedparties,17.0,frs-102
629,17.0,otherdebtorsbalancesheetsubtotal,17.0,frs-102
630,17.0,otherinterestincome,17.0,frs-102
631,17.0,increasedecreaseinloansowedbyrelatedpartiesattributabletointeresttransactions,17.0,frs-102
632,17.0,governmentgrantincome,17.0,frs-102
633,17.0,dividendincomefromgroupundertakings,17.0,frs-102
634,17.0,operatingleasepaymentsowing,17.0,frs-102
635,17.0,deferredtaxexpensecreditfromunrecognisedtaxlossorcredit,17.0,frs-102
636,17.0,investmentincomenetamountswrittenoffbacktoinvestments,17.0,frs-102
637,17.0,minimumexpectedreceiptsundernon-cancellablesubleasesfinanceleaseslessees,17.0,frs-102
640,16.0,furtheritemincreasedecreaseinintangibleassetscomponenttotalchangeinintangibleassets,16.0,frs-102
641,16.0,retirementbenefitobligationssurplus,16.0,frs-102
642,16.0,costinventoriesrecognisedasexpensenetwritedownsreversals,16.0,frs-102
643,15.0,gainlossonreclassificationcashflowhedgestoprofitorlossfromequitybeforetax,15.0,frs-102
644,15.0,provisionsused,15.0,frs-102
645,15.0,gainlossondisposalsothernon-currentassets,15.0,frs-102
647,15.0,depreciationimpairmentexpensepropertyplantequipment,15.0,frs-102
648,15.0,increasedecreaseduetotransfersintooroutintangibleassets,15.0,frs-102
649,15.0,percentageclassshareheldinjointventure,15.0,frs-102
650,14.0,furtheritemborrowingscomponenttotalborrowings,14.0,frs-102
651,14.0,otheroperatingexpensesformat1,14.0,frs-102
652,14.0,furtheritemoperatingexpenselossincomestatementitemcomponentoperatingprofitloss,14.0,frs-102
653,14.0,pensionschemesprepayments,14.0,frs-102
655,14.0,increasedecreaseinexistingprovisionsrecognisedinprofitorloss,14.0,frs-102
657,14.0,costinventoriesrecognisedasexpensegross,14.0,frs-102
659,13.0,interestpaidclassifiedasfinancingactivities,13.0,frs-102
660,13.0,furtheritemnon-operatinggainlossbeforetaxincomestatementitemcomponentprofitorlossbeforetax,13.0,frs-102
662,13.0,grossamountduetocustomersforconstructioncontractworkasliability,13.0,frs-102
664,13.0,paymentstoacquireownshares,13.0,frs-102
665,12.0,increasedecreasefromforeignexchangedifferencespropertyplantequipment,12.0,frs-102
667,12.0,contingentliabilities,12.0,frs-102
669,12.0,transfertonon-currentassetsordisposalgroupsheldforsaledecreaseindepreciationimpairmentpropertyplantequipment,12.0,frs-102
671,12.0,gainlossonrevaluationinvestmentpropertiesbeforetaxinothercomprehensiveincome,12.0,frs-102
672,12.0,amountsowedbyparententities,12.0,frs-102
674,12.0,purchaseinvestmentproperties,12.0,frs-102
675,12.0,taxincreasedecreasefromeffectdividendsfromukcompanies,12.0,frs-102
676,11.0,sellingaveragenumberemployees,11.0,frs-102
678,11.0,liabilitiesdefinedbenefitplanpresentvalue,11.0,frs-102
679,11.0,acquiredthroughbusinesscombinationspropertyplantequipment,11.0,frs-102
680,11.0,outstandingpre-paidcontributionstodefinedcontributionplanreportingdate,11.0,frs-102
681,11.0,ownshares,11.0,frs-102
683,11.0,transferstofrompropertyplantequipmentfairvaluemodel,11.0,frs-102
685,10.0,dividendspaidtoownersparentclassifiedasfinancingactivities,10.0,frs-102
686,10.0,biologicalassetsnon-current,10.0,frs-102
688,10.0,fairvalueassetsdefinedbenefitplan,10.0,frs-102
690,10.0,grouptaxreliefreceivedpaid,10.0,frs-102
691,10.0,restructuringcosts,10.0,frs-102
692,9.0,foreignexchangedifferencesincreasedecreaseindepreciationimpairmentpropertyplantequipment,9.0,frs-102
693,9.0,taxincreasedecreasefromchangesintaxprovisionsduetolegislation,9.0,frs-102
696,9.0,decreaseincreaseinliabilitiesdefinedbenefitplanfromremeasurement,9.0,frs-102
697,9.0,returnonassetsbenefitplan,9.0,frs-102
698,9.0,assumedrateincreasepensionsinpaymentdeferredpensions,9.0,frs-102
699,9.0,transfersintooroutintangibleassetsincreasedecreaseinamortisationimpairment,9.0,frs-102
700,9.0,loanstorelatedparties,9.0,frs-102
702,9.0,keymanagementpersonnelcompensationpost-employmentbenefits,9.0,frs-102
703,9.0,othertaxationadvisoryservicesfees,9.0,frs-102
704,9.0,discountrateuseddefinedbenefitplan,9.0,frs-102
707,8.0,numbersharesissuedrelatedtoconversiondebttoequity,8.0,frs-102
708,8.0,increaseinliabilitiesdefinedbenefitplanfrominterestexpense,8.0,frs-102
709,8.0,minimumleasepaymentsreceivableundernon-cancellableoperatingleases,8.0,frs-102
710,8.0,commitmentsforacquisitionpropertyplantequipment,8.0,frs-102
711,8.0,advancespaidtosuppliers,8.0,frs-102
712,8.0,currentservicecostdefinedbenefitplan,8.0,frs-102
713,8.0,increaseinassetsdefinedbenefitplanfromcontributionsbyemployer,8.0,frs-102
715,8.0,decreaseinassetsdefinedbenefitplanfrombenefitspaid,8.0,frs-102
